,Sun,Magnetometer,Earth,Angular momentum of wheels,Angular velocity of satellite,Sun in view,Current fault,Current fault numeric,Current fault binary
18,[-0.72093665  0.34004236  0.60384138],[-0.80532611 -0.41539648 -0.42296054],[ 7.34303460e-11 -3.70282079e-72 -1.00000000e+00],[ 0.00000000e+00  8.18483607e-10 -2.71467959e-82],[ 1.47202302e-072 -3.63232628e-033 -3.09031365e-103],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
19,[-0.72028085  0.34004814  0.60464028],[-0.80633387 -0.41434949 -0.42206657],[ 7.75097436e-11 -5.17484381e-72 -1.00000000e+00],[ 0.00000000e+00  9.09426230e-10 -4.20082865e-82],[ 1.92996589e-072 -4.03591809e-033 -4.95821731e-103],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
20,[-0.71958932  0.34004821  0.6054271 ],[-0.80752372 -0.41298616 -0.4211269 ],[ 8.15892733e-11  1.65072330e-17 -1.00000000e+00],[ 0.00000000e+00  1.00515531e-09 -6.35459542e-82],[ 2.49532747e-072 -4.46075157e-033 -7.76845656e-103],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
21,[-0.71892597  0.34005072  0.60622795],[-0.80891758 -0.41124013 -0.42015938],[ 8.56687370e-11 -1.65072336e-17 -1.00000000e+00],[ 0.00000000e+00  1.10567084e-09 -9.41796964e-82],[ 3.18597692e-072 -4.90682672e-033 -1.19130268e-102],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
22,[-0.71825365  0.34004661  0.60700913],[-0.8100789  -0.40987296 -0.41925689],[ 8.97482006e-11 -1.27861141e-71 -1.00000000e+00],[ 0.00000000e+00  1.21097282e-09 -1.37019798e-81],[ 4.02166276e-072 -5.37414354e-033 -1.79160599e-102],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
23,[-0.71758556  0.3400444   0.60780749],[-0.81123894 -0.40859514 -0.41825997],[ 9.38276643e-11 -1.68077769e-71 -1.00000000e+00],[ 0.00000000e+00  1.32106126e-09 -1.96016206e-81],[ 5.02410677e-072 -5.86270203e-033 -2.64690170e-102],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
24,[-0.71692368  0.3400493   0.60860281],[-0.81252743 -0.40698925 -0.41732353],[ 9.79071279e-11  1.65072354e-17 -1.00000000e+00],[ 0.00000000e+00  1.43593615e-09 -2.76130806e-81],[ 6.21709799e-072 -6.37250220e-033 -3.84730096e-102],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
25,[-0.71625732  0.34005241  0.60939225],[-0.81382185 -0.4054161  -0.41633134],[ 1.01986592e-10 -2.80489816e-71 -1.00000000e+00],[ 0.0000000e+00  1.5555975e-09 -3.8353493e-81],[ 7.62658666e-072 -6.90354404e-033 -5.50892798e-102],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
26,[-0.7155822   0.34004731  0.61016452],[-0.81490585 -0.40416194 -0.41542939],[ 1.06065989e-10 -3.56755683e-71 -1.00000000e+00],[ 0.00000000e+00  1.68004530e-09 -5.25834481e-81],[ 9.28077822e-072 -7.45582755e-033 -7.77989679e-102],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
27,[-0.71490332  0.34004856  0.61097223],[-0.81626051 -0.40258387 -0.41430062],[ 1.10145519e-10 -4.49563465e-71 -1.00000000e+00],[ 0.00000000e+00  1.80927955e-09 -7.12325095e-81],[ 1.12102272e-071 -8.02935272e-033 -1.08473393e-101],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
28,[-0.71422613  0.34004992  0.61174268],[-0.81759249 -0.40100786 -0.41320119],[ 1.14224983e-10 -5.61665737e-71 -1.00000000e+00],[ 0.00000000e+00  1.94330026e-09 -9.54279936e-81],[ 1.34479314e-071 -8.62411957e-033 -1.49456177e-101],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
29,[-0.71354632  0.34004676  0.61253956],[-0.81867024 -0.39960961 -0.41242114],[ 1.18304512e-10 -6.96145052e-71 -1.00000000e+00],[ 0.00000000e+00  2.08210742e-09 -1.26527278e-80],[ 1.60294255e-071 -9.24012809e-033 -2.03658645e-101],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
30,[-0.7128865   0.34004762  0.61332508],[-0.8200875  -0.39795101 -0.41120735],[ 1.22383910e-10 -8.56439307e-71 -1.00000000e+00],[ 0.00000000e+00  2.22570104e-09 -1.66153914e-80],[ 1.89928754e-071 -9.87737828e-033 -2.74670057e-101],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
31,[-0.71220008  0.34005528  0.61410831],[-0.82117419 -0.39651594 -0.41042424],[ 1.26463308e-10  1.65072397e-17 -1.00000000e+00],[ 0.00000000e+00  2.37408110e-09 -2.16237838e-80],[ 2.23791718e-071 -1.05358701e-032 -3.66884338e-101],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
32,[-0.71152767  0.34005466  0.61490938],[-0.82241135 -0.39504325 -0.40936586],[ 1.30542837e-10 -1.27015978e-70 -1.00000000e+00],[ 0.00000000e+00  2.52724763e-09 -2.79059970e-80],[ 2.62320247e-071 -1.12156037e-032 -4.85645077e-101],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
33,[-0.71084396  0.34005015  0.61568522],[-0.82366231 -0.39354874 -0.40828885],[ 1.34622367e-10  1.65072410e-17 -1.00000000e+00],[ 0.00000000e+00  2.68520060e-09 -3.57301516e-80],[ 3.05980566e-071 -1.19165788e-032 -6.37410724e-101],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
34,[-0.71016628  0.34005245  0.61647656],[-0.82485225 -0.39209021 -0.40728863],[ 1.38701699e-10  1.65072416e-17 -1.00000000e+00],[ 0.00000000e+00  2.84794003e-09 -4.54098290e-80],[ 3.55268973e-071 -1.26387957e-032 -8.29942013e-101],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
35,[-0.70948708  0.34005038  0.61725042],[-0.82622259 -0.39010929 -0.40641231],[ 1.42781162e-10 -1.65072423e-17 -1.00000000e+00],[ 0.00000000e+00  3.01546592e-09 -5.73100390e-80],[ 4.10712773e-071 -1.33822542e-032 -1.07251378e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
36,[-0.70879422  0.34005342  0.6180455 ],[-0.82735525 -0.3888427  -0.40532042],[ 1.46860692e-10  1.65072430e-17 -1.00000000e+00],[ 0.00000000e+00  3.18777826e-09 -7.18537559e-80],[ 4.72871220e-071 -1.41469544e-032 -1.37615348e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
37,[-0.70811772  0.3400556   0.61881623],[-0.82858798 -0.38734524 -0.40423462],[ 1.50940156e-10 -1.65072436e-17 -1.00000000e+00],[ 0.00000000e+00  3.36487705e-09 -8.95290591e-80],[ 5.42336454e-071 -1.49328963e-032 -1.75390891e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
38,[-0.70742834  0.34005351  0.6196094 ],[-0.82983462 -0.38577072 -0.40318166],[ 1.55019619e-10 -3.61965001e-70 -1.00000000e+00],[ 0.00000000e+00  3.54676230e-09 -1.10896914e-79],[ 6.19734447e-071 -1.57400798e-032 -2.22114759e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
39,[-0.70674838  0.34005794  0.62038141],[-0.83107901 -0.38425127 -0.40206796],[ 1.59099017e-10 -1.65072450e-17 -1.00000000e+00],[ 0.0000000e+00  3.7334340e-09 -1.3659963e-79],[ 7.05725934e-071 -1.65685049e-032 -2.79589072e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
40,[-0.70605488  0.34004839  0.62115778],[-0.83235515 -0.38257343 -0.40102678],[ 1.63178547e-10 -1.65072457e-17 -1.00000000e+00],[ 0.00000000e+00  3.92489215e-09 -1.67370035e-79],[ 8.01007359e-071 -1.74181718e-032 -3.49918452e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
41,[-0.70538612  0.34005481  0.62193637],[-0.83349286 -0.38106442 -0.40009942],[ 1.67257944e-10 -5.74611775e-70 -1.00000000e+00],[ 0.00000000e+00  4.12113676e-09 -2.04041405e-79],[ 9.06311813e-071 -1.82890803e-032 -4.35551197e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
42,[-0.70468611  0.34006177  0.62272044],[-0.83471694 -0.37966504 -0.39887602],[ 1.71337474e-10 -6.65242957e-70 -1.00000000e+00],[ 0.00000000e+00  4.32216782e-09 -2.47558186e-79],[ 1.02240997e-070 -1.91812304e-032 -5.39324826e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
43,[-0.7040058   0.3400496   0.62349533],[-0.83609116 -0.37773975 -0.39782439],[ 1.75416872e-10 -7.67483954e-70 -1.00000000e+00],[ 0.00000000e+00  4.52798533e-09 -2.98987558e-79],[ 1.15011104e-070 -2.00946223e-032 -6.64516332e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
44,[-0.70331662  0.34005417  0.62426795],[-0.83716334 -0.37636263 -0.39687369],[ 1.79496467e-10 -3.30144972e-17 -1.00000000e+00],[ 0.00000000e+00  4.73858930e-09 -3.59531871e-79],[ 1.29026368e-070 -2.10292557e-032 -8.14897485e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
45,[-0.70264045  0.34005113  0.62504004],[-0.83835218 -0.37479966 -0.39584194],[ 1.83575865e-10 -1.65072493e-17 -1.00000000e+00],[ 0.00000000e+00  4.95397972e-09 -4.30542013e-79],[ 1.44375698e-070 -2.19851308e-032 -9.94795583e-100],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
46,[-0.70192762  0.34005337  0.62582219],[-0.83955096 -0.37305731 -0.39494611],[ 1.87655395e-10 -1.15589712e-69 -1.00000000e+00],[ 0.00000000e+00  5.17415660e-09 -5.13531737e-79],[ 1.61152134e-70 -2.29622476e-32 -1.20916001e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
47,[-0.7012469   0.34005715  0.62658635],[-0.84084193 -0.37154175 -0.39362619],[ 1.91734792e-10 -1.31704926e-69 -1.00000000e+00],[ 0.00000000e+00  5.39911993e-09 -6.10193001e-79],[ 1.79452947e-70 -2.39606061e-32 -1.46363507e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
48,[-0.70055336  0.34005737  0.62736585],[-0.84208165 -0.3697984  -0.39261641],[ 1.95814322e-10 -1.65072516e-17 -1.00000000e+00],[ 0.00000000e+00  5.62886972e-09 -7.22412374e-79],[ 1.99379731e-70 -2.49802062e-32 -1.76463938e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
49,[-0.69985518  0.34005184  0.62814269],[-0.84316676 -0.36845733 -0.39154694],[ 1.99893720e-10 -1.69588194e-69 -1.00000000e+00],[ 0.00000000e+00  5.86340595e-09 -8.52288543e-79],[ 2.21038493e-70 -2.60210479e-32 -2.11945253e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
50,[-0.69915069  0.34005361  0.62890945],[-0.84433964 -0.36683465 -0.39054181],[ 2.03973183e-10  3.30145063e-17 -1.00000000e+00],[ 0.00000000e+00  6.10272865e-09 -1.00215098e-78],[ 2.44539754e-70 -2.70831313e-32 -2.53630917e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
51,[-0.69848035  0.34005332  0.62967357],[-0.84553478 -0.36515082 -0.38953281],[ 2.08052779e-10 -2.16146018e-69 -1.00000000e+00],[ 0.00000000e+00  6.34683779e-09 -1.17457980e-78],[ 2.69998637e-70 -2.81664563e-32 -3.02450125e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
52,[-0.69777156  0.34005931  0.63044631],[-0.84680389 -0.36343639 -0.38837761],[ 2.12132045e-10 -1.65072547e-17 -1.00000000e+00],[ 0.00000000e+00  6.59573339e-09 -1.37242691e-78],[ 2.97534965e-70 -2.92710230e-32 -3.59448877e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
53,[-0.69709642  0.34005679  0.63122066],[-0.84803784 -0.36171172 -0.38729377],[ 2.16211574e-10 -3.30145110e-17 -1.00000000e+00],[ 0.00000000e+00  6.84941545e-09 -1.59883843e-78],[ 3.27273352e-70 -3.03968313e-32 -4.25801969e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
54,[-0.69638948  0.34005497  0.63198108],[-0.84922624 -0.36028637 -0.38601622],[ 2.20291038e-10  1.65072563e-17 -1.00000000e+00],[ 0.00000000e+00  7.10788395e-09 -1.85727847e-78],[ 3.59343297e-70 -3.15438813e-32 -5.02825941e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
55,[-0.69568141  0.34005655  0.63275918],[-0.85039543 -0.35868894 -0.38492837],[ 2.24370502e-10 -1.65072571e-17 -1.00000000e+00],[ 0.00000000e+00  7.37113891e-09 -2.15155438e-78],[ 3.93879283e-70 -3.27121729e-32 -5.91993057e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
56,[-0.69499519  0.34005628  0.6335186 ],[-0.85161439 -0.35689611 -0.38389855],[ 2.28449965e-10 -3.80948972e-69 -1.00000000e+00],[ 0.00000000e+00  7.63918033e-09 -2.48584340e-78],[ 4.31020864e-70 -3.39017061e-32 -6.94946353e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
57,[-0.69428706  0.34005109  0.63428802],[-0.85270636 -0.35542029 -0.38284236],[ 2.32529495e-10 -4.24051058e-69 -1.00000000e+00],[ 0.00000000e+00  7.91200820e-09 -2.86472089e-78],[ 4.70912763e-70 -3.51124810e-32 -8.13515838e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
58,[-0.69359385  0.34005996  0.63506884],[-0.85397712 -0.35353231 -0.38175645],[ 2.36608893e-10 -1.65072596e-17 -1.00000000e+00],[ 0.00000000e+00  8.18962252e-09 -3.29319009e-78],[ 5.13704965e-70 -3.63444975e-32 -9.49735896e-99],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
59,[-0.69289331  0.34005564  0.63581961],[-0.85509563 -0.35195162 -0.38071187],[ 2.40688422e-10  1.65072604e-17 -1.00000000e+00],[ 0.00000000e+00  8.47202330e-09 -3.77671357e-78],[ 5.59552812e-70 -3.75977556e-32 -1.10586396e-98],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
60,[-0.69220188  0.34006265  0.6365772 ],[-0.8564093  -0.35020277 -0.37936938],[ 2.44767820e-10 -1.65072613e-17 -1.00000000e+00],[ 0.00000000e+00  8.75921053e-09 -4.32124638e-78],[ 6.08617093e-70 -3.88722554e-32 -1.28440055e-98],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
61,[-0.69149421  0.34005866  0.6373497 ],[-0.85753323 -0.3483841  -0.37850401],[ 2.48847218e-10 -6.39329822e-69 -1.00000000e+00],[ 0.00000000e+00  9.05118421e-09 -4.93327092e-78],[ 6.61064145e-70 -4.01679968e-32 -1.48811065e-98],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
62,[-0.69077592  0.34005225  0.63811417],[-0.85873997 -0.34693109 -0.3771001 ],[ 2.52926747e-10  3.30145260e-17 -1.00000000e+00],[ 0.00000000e+00  9.34794435e-09 -5.61983364e-78],[ 7.17065940e-70 -4.14849798e-32 -1.72004668e-98],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
63,[-0.6900816   0.34005446  0.63887267],[-0.85991261 -0.34520509 -0.3760103 ],[ 2.57006145e-10  1.65072639e-17 -1.00000000e+00],[ 0.00000000e+00  9.64949094e-09 -6.38858369e-78],[ 7.76800183e-70 -4.28232045e-32 -1.98357294e-98],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
64,[-0.68936854  0.34005943  0.63962847],[-0.86109285 -0.34350897 -0.3748609 ],[ 2.61085675e-10  1.65072648e-17 -1.00000000e+00],[ 0.00000000e+00  9.95582399e-09 -7.24781341e-78],[ 8.40450406e-70 -4.41826707e-32 -2.28239174e-98],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
65,[-0.68866477  0.34006099  0.64039662],[-0.8622511 -0.3417718 -0.3737848],[ 2.65165072e-10  1.65072656e-17 -1.00000000e+00],[ 0.00000000e+00  1.02669435e-08 -8.20650094e-78],[ 9.08206058e-70 -4.55633786e-32 -2.62057123e-98],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
66,[-0.6879492   0.3400581   0.64115031],[-0.86339679 -0.34002075 -0.37273566],[ 2.69244668e-10  1.65072665e-17 -1.00000000e+00],[ 0.00000000e+00  1.05828494e-08 -9.27435484e-78],[ 9.80262604e-70 -4.69653281e-32 -3.00257502e-98],True,Electronics_of_RW,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
