,Sun x,Sun y,Sun z,Magnetometer x,Magnetometer y,Magnetometer z,Earth x,Earth y,Earth z,Angular momentum of wheels x,Angular momentum of wheels y,Angular momentum of wheels z,Sun in view,Current fault
3502,-119599151599.82153,-92960096680.1395,4363056673.203551,1.2104303689340945e-06,-1.606012565341252e-06,-8.333714985713811e-07,5994316.505760439,-875597.3166698042,3252239.956764124,2.4183298333495257e-09,5.978896662370604e-06,-1.2426024117972931e-05,True,None
3503,-120161163356.02306,-92680877010.77473,4456531754.725695,1.1419563253774348e-06,-1.514449947980397e-06,-7.790119104847639e-07,6004733.707864669,-886931.2834588963,3242697.0820798534,-2.2818573083435824e-09,5.982309491344971e-06,-1.2429939792884609e-05,True,None
3504,-120012136205.99512,-92932858064.57901,4528062740.876959,1.1278452427173867e-06,-1.495746577006071e-06,-7.67188470280404e-07,6007281.921453582,-887311.8348389037,3240682.487596801,-6.983924011746484e-09,5.9857232946253985e-06,-1.2433852679748106e-05,True,None
3505,-120342995830.04921,-92479975850.00327,4167355621.3477535,1.0962265028206953e-06,-1.4553305816062468e-06,-7.413402245536555e-07,6010512.421860806,-895404.2743407045,3238793.787268973,-1.168786882908327e-08,5.989138071156677e-06,-1.2437762777850899e-05,True,None
3506,-120455829571.18437,-92090832071.85767,4308286389.912132,1.1515410332830108e-06,-1.522145393919986e-06,-7.748504352838823e-07,6016328.706244068,-894973.9988239952,3217707.8036856255,-1.639368913514716e-08,5.992553820924255e-06,-1.2441670086197147e-05,True,None
3507,-120370853116.97835,-92127945051.11058,4847538184.340901,1.197428555943242e-06,-1.5837602209067448e-06,-7.9564483928287e-07,6017834.67290954,-890836.5707968822,3208143.3927177694,-2.1101371961305544e-08,5.995970550770329e-06,-1.2445574600966851e-05,True,None
3508,-120129171771.46666,-92275504272.56488,4302694937.751764,1.1920792569670663e-06,-1.5771135360484211e-06,-7.980080475132958e-07,6014510.512637681,-884540.9554244183,3216806.777906763,-2.5810914434543547e-08,5.999388251809354e-06,-1.2449476319705241e-05,True,None
3509,-120174308453.03406,-92182699525.67323,4668458879.662192,1.2152485545236684e-06,-1.6041163921524028e-06,-8.099216423338055e-07,6019097.251479415,-881956.9983494657,3205048.8169480697,-3.052232251827543e-08,6.0028069229774056e-06,-1.2453375244483568e-05,True,None
3510,-120560572335.48128,-92087537150.1542,4554462983.185268,1.1634936725564529e-06,-1.535406835571025e-06,-7.693821404751874e-07,6026912.324187781,-889813.4125005552,3197883.130145369,-3.523558937557898e-08,6.006226565639554e-06,-1.2457271372950383e-05,True,None
3511,-120736839917.20647,-91823871990.28719,4690975878.0075865,1.0187654920136367e-06,-1.3426595933753327e-06,-6.723156992383177e-07,6042745.121467189,-890068.190339499,3197462.6898113545,-3.995070841518274e-08,6.009647181301789e-06,-1.2461164702879141e-05,True,None
3512,-120820947606.80742,-91450434537.63712,4888443337.075097,1.1203733331717857e-06,-1.4788412199029137e-06,-7.308402291076491e-07,6036218.051980113,-893259.7194264922,3188180.1196980965,-4.466767531299748e-08,6.013068771252348e-06,-1.246505523286148e-05,True,None
3513,-120732078925.59943,-91657432185.58232,4893603008.774814,1.3369808850572553e-06,-1.7632626585985814e-06,-8.704379236026539e-07,6022486.319567709,-889204.6401220442,3177114.535722667,-4.938648785151159e-08,6.016491329642957e-06,-1.2468942961173503e-05,True,None
3514,-120988411537.23825,-91367019871.85269,4943421794.683345,1.1301043649589111e-06,-1.4897014736144653e-06,-7.276637794869954e-07,6043800.499678669,-892142.60064723,3172785.384549212,-5.410714450953655e-08,6.0199148558117895e-06,-1.247282788715017e-05,True,None
3515,-121175752172.07396,-90839961239.27327,4993820519.675092,1.2035338581994652e-06,-1.5784208084275614e-06,-7.81316218466345e-07,6043551.909884084,-884993.820584269,3161251.1859159824,-5.8829638212562854e-08,6.023339346843416e-06,-1.2476710007732675e-05,True,None
3516,-121117432195.79103,-91274982801.8733,5175745673.613057,1.1634232712626139e-06,-1.5234408928557237e-06,-7.52810384889148e-07,6050906.128460805,-885093.696658286,3154791.7109112698,-6.355396226432417e-08,6.026764812700858e-06,-1.248058932198996e-05,True,None
3517,-120967388133.8549,-90817188991.95494,4854915947.333044,1.364650055849392e-06,-1.7862439739705629e-06,-8.791588219198351e-07,6038578.44558633,-889157.0320504764,3142677.4176598005,-6.828011140385662e-08,6.030191254930367e-06,-1.2484465828234074e-05,True,None
3518,-121307029294.06976,-90887171240.12253,5377381396.6831045,1.3870150763845054e-06,-1.81266211508243e-06,-8.853930355682657e-07,6044417.185111812,-880498.8199926608,3130886.5598760974,-7.300808180052902e-08,6.03361867534582e-06,-1.2488339525346833e-05,True,None
3519,-120947108260.644,-91118920268.37135,5543694369.792396,1.1904313997663877e-06,-1.5552889046644609e-06,-7.649453266131144e-07,6056301.589080435,-876256.4901694736,3142255.6679150593,-7.773786829607522e-08,6.037047068162678e-06,-1.2492210410558489e-05,True,None
3520,-121642027171.80263,-90571040983.73462,5188916769.235679,1.107685550967536e-06,-1.4486531562625653e-06,-7.042793146431496e-07,6064761.981620503,-897201.8008417278,3136310.103694336,-8.24694740611435e-08,6.0404764338552445e-06,-1.2496078485095139e-05,True,None
3521,-121476996411.16248,-90615911975.41113,5657256111.674531,1.229197793245809e-06,-1.6098381867439425e-06,-7.658919960645467e-07,6061882.5254775295,-889701.524345706,3121666.714912801,-8.720289084986429e-08,6.043906777100099e-06,-1.2499943746683432e-05,True,None
3522,-121693500301.33875,-90516498449.03207,5533501741.695038,1.230479444088093e-06,-1.6052573674892093e-06,-7.7544464849853e-07,6063641.417691195,-887172.0372692614,3118403.6565090506,-9.193811586072216e-08,6.047338082501012e-06,-1.2503806191952347e-05,True,None
3523,-121728476562.01025,-90583625119.34206,5445022598.369147,1.340191413738786e-06,-1.7465530712729422e-06,-8.408901472774875e-07,6059405.995760142,-887378.9730616532,3108019.3926521535,-9.667514524199678e-08,6.050770361200947e-06,-1.2507665821214048e-05,True,None
3524,-121987196262.40921,-89858978641.13689,5763310691.666499,1.084375285701175e-06,-1.4065430452628212e-06,-6.716887129138571e-07,6092515.057819284,-887703.6754361977,3091128.901461996,-1.0141397471903738e-07,6.054203613726767e-06,-1.2511522633010995e-05,True,None
3525,-121854712223.22862,-90005455573.73022,5459053237.450785,1.1899038075672389e-06,-1.5458597403402762e-06,-7.367308868338173e-07,6081130.773824227,-890123.6407195807,3091672.7563084606,-1.061545875452698e-07,6.057637842442321e-06,-1.2515376621721888e-05,True,None
3526,-121819342247.17351,-90073494715.69066,5676630005.371231,1.230524181440615e-06,-1.6016048993009456e-06,-7.599763993943461e-07,6076280.820274064,-885453.934950246,3095110.081916265,-1.1089698667559134e-07,6.061073045906865e-06,-1.2519227788176447e-05,True,None
3527,-121958615206.34216,-90058082311.54971,5898383640.76516,1.1487850408264226e-06,-1.4895665094747008e-06,-7.090910035960999e-07,6089229.515205796,-885648.8668881112,3085186.600903813,-1.1564117682776153e-07,6.064509217095455e-06,-1.2523076132982146e-05,True,None
3528,-122001400251.39325,-89828154638.99083,6132413814.776604,1.2462813450690158e-06,-1.6110845812665615e-06,-7.713514847555763e-07,6085865.118362049,-879374.9502595152,3075269.7923943647,-1.2038714871497136e-07,6.067946362684667e-06,-1.2526921653853929e-05,True,None
3529,-122024120775.40213,-89854134217.182,6210496063.334712,1.1332703262290269e-06,-1.4673010322327908e-06,-6.914993989661698e-07,6097799.750527771,-884413.036431663,3072219.0417742557,-1.2513489817542898e-07,6.0713844865464504e-06,-1.2530764349911574e-05,True,None
3530,-122126712716.32536,-89647088288.21082,6359274180.952673,1.1186977185145649e-06,-1.4448341877488783e-06,-6.816939368266235e-07,6104350.773678245,-874028.1633895881,3065370.8170602457,-1.298844216246625e-07,6.074823581581652e-06,-1.2534604218799857e-05,True,None
3531,-122458360920.94673,-89540832307.25456,6372538128.255216,1.3222145554531558e-06,-1.7011923912474157e-06,-8.128225615662996e-07,6091196.199205464,-874299.172158162,3053361.2737844605,-1.3463571558897574e-07,6.078263646175006e-06,-1.2538441259047887e-05,True,None
3532,-122532508353.13998,-89250065669.55391,6150925746.452389,1.3115693431456072e-06,-1.690476036800814e-06,-7.900945740175423e-07,6096868.637272682,-881593.3108724712,3042440.5368164997,-1.3938877489497684e-07,6.0817046922304415e-06,-1.2542275470661442e-05,True,None
3533,-122455154876.8029,-89023139505.75108,5777444154.246001,1.1433971005798595e-06,-1.4732672115325742e-06,-6.889434547916494e-07,6108758.080402636,-900031.60122091,3044258.723014224,-1.4414359351018926e-07,6.085146711060628e-06,-1.2546106850194757e-05,True,None
3534,-122564047284.57797,-89121289403.68227,6351733793.056819,1.2210855688270063e-06,-1.5716943851876258e-06,-7.321128410633111e-07,6107474.401102895,-883547.1198928751,3036973.0916835633,-1.4890016558959886e-07,6.0885897124961965e-06,-1.25499353971172e-05,True,None
3535,-122530134327.70671,-88700834243.62552,6281859766.864021,1.2905935423076608e-06,-1.6590809122556014e-06,-7.678610697263495e-07,6106927.827861135,-889019.1041058566,3024179.860592245,-1.5365849132861484e-07,6.092033687767577e-06,-1.255376111015109e-05,True,None
3536,-122697817493.5206,-88811908935.7861,6513020248.204132,1.2103909225713718e-06,-1.5546745046772003e-06,-7.129566383479167e-07,6118307.941526787,-887314.7357481389,3016754.810313656,-1.584185634438812e-07,6.095478638694019e-06,-1.255758398704547e-05,True,None
3537,-122600825579.69144,-88667128490.33597,6546566028.548776,1.134339296390519e-06,-1.4629905377065943e-06,-6.621908993088939e-07,6120877.965071914,-894483.0276771969,3024642.7066225805,-1.6318037654799733e-07,6.098924560981023e-06,-1.256140402528318e-05,True,None
3538,-122779701410.13503,-88684505700.04099,6729494311.075583,1.1683463096219404e-06,-1.4993889947230475e-06,-6.853059199116576e-07,6125236.597266013,-879432.2587733432,3013446.9659563024,-1.6794393469569276e-07,6.102371446608516e-06,-1.256522122504999e-05,True,None
3539,-122728936670.95801,-88482041538.14482,6762896656.826584,1.3584815561177018e-06,-1.7407648599143717e-06,-7.929293831530408e-07,6114953.666529509,-884884.4116470036,2998398.5236167926,-1.7270923232829418e-07,6.105819298937831e-06,-1.2569035584934963e-05,True,None
3540,-122993721230.92422,-88391820523.91533,6587484874.5788355,1.2115778771940405e-06,-1.5450315283038452e-06,-7.154497935592382e-07,6129032.154831568,-879861.7594559905,2997049.150734979,-1.7747626288472037e-07,6.109268121817953e-06,-1.2572847103265735e-05,True,None
3541,-122793863716.00075,-88524263970.01735,6410091512.367173,1.315360753669205e-06,-1.6820238696358958e-06,-7.648767305331207e-07,6122887.820883982,-881033.6749927428,2990897.4302357775,-1.822450209821315e-07,6.112717926155057e-06,-1.2576655779863548e-05,True,None
3542,-123102639862.12146,-88219655735.81451,7040201753.950437,1.1886445683264133e-06,-1.5172154458612778e-06,-6.865491335769083e-07,6137478.979097452,-884362.0647005105,2983680.574893514,-1.8701550685513793e-07,6.116168700830642e-06,-1.2580461613112076e-05,True,None
3543,-123208563192.16545,-88322613394.8044,6663697110.739752,1.1819248587954595e-06,-1.5097224372430393e-06,-6.814459016936529e-07,6136708.66501416,-895026.9085449135,2983363.1434243997,-1.9178771285489427e-07,6.119620447195337e-06,-1.258426460060871e-05,True,None
3544,-123056979342.98378,-87800925614.53761,6872199484.733074,1.1887331216961238e-06,-1.5145770137901606e-06,-6.825227735976698e-07,6142292.400194264,-886593.5176588154,2973348.697002126,-1.9656163714532265e-07,6.123073168575998e-06,-1.2588064742235223e-05,True,None
3545,-123814505530.45486,-88085323048.23546,6758196606.90321,1.1801719934765167e-06,-1.5029830888803462e-06,-6.735813841785148e-07,6144701.27613089,-900501.485819808,2966003.6721578566,-2.01337274684532e-07,6.126526863146498e-06,-1.259186203600466e-05,True,None
3546,-123555146611.20058,-87626625285.99268,7639394193.472862,1.1970259825420727e-06,-1.5178021652677656e-06,-6.74462830289969e-07,6155875.686584541,-885801.3495516991,2944619.503798851,-2.061146186491785e-07,6.129981535890788e-06,-1.259565648037195e-05,True,None
3547,-123600216959.73488,-87914053226.01001,6933240109.218533,1.3197080738075585e-06,-1.6724659546595018e-06,-7.593424582302831e-07,6140261.883050126,-880685.6317709407,2955087.5852395785,-2.1089365842964961e-07,6.13343718085526e-06,-1.2599448070872075e-05,True,None
3548,-123409925290.42337,-87501036620.51778,7013007491.0218725,1.2016294589733798e-06,-1.5257377954755953e-06,-6.797123183278216e-07,6151753.244507351,-889111.3628728889,2951093.654225117,-2.156744019061009e-07,6.136893806674017e-06,-1.26032368114609e-05,True,None
3549,-123723839568.87975,-87407249751.32027,7605062956.002096,1.2564089784727942e-06,-1.5849665130294262e-06,-7.043881472582266e-07,6161026.57383276,-881534.0899836908,2924025.4514037957,-2.2045684483035242e-07,6.140351405895355e-06,-1.2607022699577339e-05,True,None
3550,-124207745689.69058,-87000275317.96268,7509234643.158676,1.273784735020215e-06,-1.6101914204359169e-06,-7.129257229957906e-07,6156289.66029662,-893375.6890850976,2927064.607442619,-2.252409715917442e-07,6.143809981654277e-06,-1.2610805730493995e-05,True,None
3551,-123914642376.92122,-87114700576.51094,7469305163.045699,1.266171115242126e-06,-1.5948718652347855e-06,-7.054944674654951e-07,6164710.0564367855,-881359.7314064973,2914761.2107745456,-2.300267831219802e-07,6.1472695356326105e-06,-1.2614585904775588e-05,True,None
3552,-124075583291.74582,-86845343531.8945,7616934831.863494,1.3789188372115601e-06,-1.743215219557501e-06,-7.51498115621772e-07,6158395.133190273,-889943.3992878817,2906148.329057863,-2.348142730273108e-07,6.1507300656759775e-06,-1.2618363219978546e-05,True,None
3553,-123936436203.15419,-86810565090.4073,7595964969.39505,1.0885681692406542e-06,-1.3723392959004616e-06,-5.943452169319576e-07,6183670.223916605,-896014.4181977743,2907120.063998971,-2.396034395281593e-07,6.15419155982379e-06,-1.2622137673712896e-05,True,None
3554,-124180688718.40434,-86784417308.37222,7773697879.497648,1.3005727555756667e-06,-1.6371812300301434e-06,-7.123631617348204e-07,6168948.571121883,-882841.9058281814,2899649.6156426044,-2.443942753659556e-07,6.157654025519071e-06,-1.2625909264710666e-05,True,None
3555,-124289619928.1731,-86721919381.61188,7802463363.145804,1.136717651629958e-06,-1.4268141904010759e-06,-6.203201345760781e-07,6187532.631388875,-878490.0530088961,2893970.5414573895,-2.4918678186388355e-07,6.161117461003168e-06,-1.2629677993141024e-05,True,None
3556,-124378192878.1717,-86797743688.67136,7831662591.240991,1.226891711367697e-06,-1.5343307633352617e-06,-6.81832465628093e-07,6179649.602477091,-873323.6358252965,2893328.877060686,-2.5398095239399824e-07,6.164581866580767e-06,-1.2633443856879086e-05,True,None
3557,-124404315788.69325,-86204256887.25468,8242837114.091087,1.2257029498680923e-06,-1.5315236507310327e-06,-6.605451965500782e-07,6191320.568949792,-875571.217281384,2869043.641098653,-2.587767866951779e-07,6.168047254791606e-06,-1.2637206857739604e-05,True,None
3558,-124488079439.5382,-86018129238.76846,8582511680.7787695,1.1645552759168538e-06,-1.4473640675773039e-06,-6.343560884793883e-07,6200646.646801207,-869019.9143308145,2863150.651902003,-2.635742716632882e-07,6.171513613374918e-06,-1.2640966989603595e-05,True,None
3559,-124471452554.1145,-86010874773.50558,7966957257.518754,1.0876306758453933e-06,-1.3614942732285503e-06,-5.849020731476293e-07,6199459.133765953,-891606.8477065028,2875741.0101416665,-2.683734010662064e-07,6.174980952736909e-06,-1.2644724252030652e-05,True,None
3560,-124666190615.1191,-85958964913.70209,8091131557.203234,1.249482049408777e-06,-1.5614679421719843e-06,-6.666247739950901e-07,6191781.454749534,-885020.3574471003,2860785.9764482346,-2.731741803142728e-07,6.178449265732991e-06,-1.2648478645686408e-05,True,None
3561,-124935115173.33589,-85780770938.60141,8337815873.371335,1.2135624592664147e-06,-1.5158261547698064e-06,-6.394825378088255e-07,6198307.918050433,-895595.6720020508,2850822.445252888,-2.779766048565277e-07,6.181918548650704e-06,-1.265223016854249e-05,True,None
3562,-124945998089.36977,-85668215310.03809,8360958690.202634,1.2192133337290752e-06,-1.5178741704247868e-06,-6.429193609808358e-07,6203499.972340419,-882230.774001698,2842743.754016552,-2.8278066692323783e-07,6.185388801241393e-06,-1.2655978818063796e-05,True,None
3563,-124715915969.18126,-85440052208.21947,8772565104.535067,1.3643718557049517e-06,-1.6946417154297806e-06,-7.159398699184663e-07,6198098.654296303,-877833.1598333755,2828910.490027657,-2.875863628879916e-07,6.188860022739026e-06,-1.2659724592974541e-05,True,None
3564,-124915532050.83849,-85462594738.42162,8527127696.446357,1.2002737077260199e-06,-1.4927032261533585e-06,-6.338338968621779e-07,6204790.182393969,-895027.9731131786,2839627.639587198,-2.9239368735797525e-07,6.192332212777974e-06,-1.266346749149916e-05,True,None
3565,-124811954730.56831,-85437975742.74063,8762913495.951632,1.3297057516935232e-06,-1.6422773700922072e-06,-6.991582824430671e-07,6208125.895627121,-871745.0369612487,2815120.6273633786,-2.9720264081042946e-07,6.195805380051081e-06,-1.2667207515096784e-05,True,None
3566,-124984801174.1692,-85041382684.56758,8705039336.077845,1.1850051849591056e-06,-1.4664037738455069e-06,-6.167836725912968e-07,6218710.989145774,-882127.685902081,2817102.123084539,-3.020132128870624e-07,6.199279522694248e-06,-1.2670944660197372e-05,True,None
3567,-125243818212.29233,-85316126162.53424,8593131461.31732,1.3064856045729451e-06,-1.6109267874704105e-06,-6.866866548508892e-07,6211654.354617548,-877088.5241792002,2809973.1875649234,-3.0682540172173183e-07,6.202754637215412e-06,-1.2674678925686264e-05,True,None
3568,-124993327706.20471,-84996819900.54794,9078804948.018122,1.195265550378112e-06,-1.4723855044735867e-06,-6.240363091743191e-07,6223956.833518429,-872488.129230532,2806459.489180423,-3.116392042338462e-07,6.206230731923781e-06,-1.26784103118432e-05,True,None
3569,-125281213504.72298,-85029982980.17322,8919790314.101051,1.437676032896929e-06,-1.7694663050751486e-06,-7.423948784528248e-07,6209786.706889729,-886907.9010396507,2788423.918260298,-3.164546172313083e-07,6.209707802562615e-06,-1.2682138817020736e-05,True,None
3570,-125372815413.34978,-84797728981.85765,8816568093.928188,1.1026828232168969e-06,-1.3586970229823136e-06,-5.629212925251748e-07,6236459.285853347,-892935.0478513198,2793200.0983695774,-3.2127163211402594e-07,6.213185852438206e-06,-1.2685864439021329e-05,True,None
3571,-125548151853.12349,-84488135974.94548,8998712656.59541,1.2714881285246174e-06,-1.562318290649347e-06,-6.440749007497083e-07,6228937.025098526,-891878.882474319,2774861.081910033,-3.260902458886736e-07,6.21666487603825e-06,-1.268958717608115e-05,True,None
3572,-125770688658.96837,-84482932511.39006,9021814267.97219,1.2942260792462059e-06,-1.5873990399851087e-06,-6.609582078427594e-07,6227686.142531468,-886498.9547697935,2774780.135655097,-3.3091045066246694e-07,6.220144873837542e-06,-1.2693307025817939e-05,True,None
3573,-125596434399.9269,-84398737596.13554,9240795925.53113,1.1335408018208045e-06,-1.3910647695598408e-06,-5.734012790077371e-07,6242748.623568065,-884967.9674466369,2775154.3353091553,-3.3573224651345374e-07,6.2236258501228075e-06,-1.2697023988900222e-05,True,None
3574,-125934641932.06517,-84409722065.19331,8951781764.485497,1.3425306348485384e-06,-1.6481199817172233e-06,-6.697996441801749e-07,6228903.618800525,-898033.5620715783,2759979.5985342846,-3.4055563178093167e-07,6.22710779824548e-06,-1.270073806381554e-05,True,None
3575,-125796363883.74355,-84412222712.14273,8935145728.738855,1.3617172637453637e-06,-1.665642335044439e-06,-6.860243846422684e-07,6231157.00769741,-880640.8814395233,2756890.296397125,-3.4538060011795685e-07,6.23059071748615e-06,-1.2704449248496282e-05,True,None
3576,-126164630847.2175,-83899061849.34882,9499634974.462046,1.4371063225607034e-06,-1.7525953958345905e-06,-7.066211555423157e-07,6236435.097320953,-887760.6926587747,2730210.4938673005,-3.5020715104808066e-07,6.234074610133677e-06,-1.2708157543137896e-05,True,None
3577,-125921442106.74622,-84148025406.22177,9622437202.546614,1.1676844438403093e-06,-1.425214933775095e-06,-5.764725416176808e-07,6254731.2341342615,-879720.3469804911,2743231.2704093046,-3.5503526935253826e-07,6.237559472103085e-06,-1.2711862942469717e-05,True,None
3578,-126026325076.13306,-84005054713.69984,9703658200.478313,1.272354166121187e-06,-1.5440356896174639e-06,-6.30404676468476e-07,6253665.2259897515,-871114.9620374497,2726625.9340141797,-3.5986495954026867e-07,6.241045299836099e-06,-1.271556544733839e-05,True,None
3579,-126133987071.44772,-83540634029.72952,9605190539.322681,1.2640222047459198e-06,-1.5326951051497595e-06,-6.278452685765236e-07,6253634.973782739,-880632.359495293,2725147.557704041,-3.646962129534792e-07,6.2445320999532794e-06,-1.2719265056092063e-05,True,None
3580,-126011662696.01965,-84050666666.1014,9416557726.626749,1.2012263131940905e-06,-1.4590949518298872e-06,-5.957452542912434e-07,6256721.271965018,-880908.3174756748,2730995.237265135,-3.695290265143412e-07,6.248019879050795e-06,-1.272296176878483e-05,True,None
3581,-126286517700.59865,-83366636393.87877,10035299193.32744,1.140953804152313e-06,-1.3818644882501288e-06,-5.551219948461697e-07,6269858.796943153,-891225.6228270438,2711440.317449421,-3.7436340320596594e-07,6.251508633792529e-06,-1.2726655585821164e-05,True,None
3582,-126082476956.48093,-83722390610.30081,9624099864.074764,1.0597519097458453e-06,-1.2874790754743956e-06,-5.215880905505918e-07,6270674.824699838,-883560.7973535603,2730969.1963323606,-3.791993289284477e-07,6.254998363292436e-06,-1.2730346502809693e-05,True,None
3583,-126427257635.0623,-82883387669.71712,10432514227.2015,1.271578559448465e-06,-1.5317991743417395e-06,-6.13121457763435e-07,6269566.4024523785,-882501.9323044145,2687440.317870779,-3.840368150913774e-07,6.2584890651494386e-06,-1.2734034522834478e-05,True,None
3584,-126254815298.12334,-83284347260.9049,9846973186.89291,1.2094383888509428e-06,-1.4564165231306456e-06,-5.949229340127733e-07,6270545.461965779,-868638.9762623071,2701992.6483424394,-3.8887583878058423e-07,6.2619807415154245e-06,-1.2737719639332558e-05,True,None
3585,-126632719596.10191,-83316501034.80128,10110943014.024965,1.290756805041237e-06,-1.561045126333579e-06,-6.123867889600018e-07,6266246.502543127,-896404.0634612342,2687078.655720816,-3.93716408352639e-07,6.265473396542846e-06,-1.2741401855422232e-05,True,None
3586,-126680907396.39824,-82721618036.97606,9865065460.417522,1.300096756812435e-06,-1.5715151101258169e-06,-6.160018858584347e-07,6265894.797625866,-902595.6359649868,2683983.7551627723,-3.9855851565099236e-07,6.268967018702245e-06,-1.2745081166948719e-05,True,None
3587,-127013965102.29825,-82492195090.95242,10164698229.967295,1.3265826107929136e-06,-1.5938954697762463e-06,-6.259418527760645e-07,6273986.193132505,-889247.0849374065,2664750.2574772993,-4.0340215788392066e-07,6.272461610768021e-06,-1.2748757573492586e-05,True,None
3588,-126698203826.40033,-82836745128.46198,10801486837.462074,1.1890492909725537e-06,-1.4254353772040429e-06,-5.663742018335232e-07,6286099.895111154,-875531.1750737092,2669113.941526686,-4.0824732464723455e-07,6.27595717335566e-06,-1.2752431072064958e-05,True,None
3589,-126629241925.57202,-82765106225.46315,10096670614.17253,1.3001853570433302e-06,-1.5589877710049844e-06,-6.159841127317565e-07,6277625.141123933,-886099.3685202529,2662358.5941568,-4.1309401707388135e-07,6.279453707974982e-06,-1.2756101663224234e-05,True,None
3590,-126893098600.42036,-82430355572.02078,10275764386.97545,1.2321995971635175e-06,-1.4764449484133364e-06,-5.75601343192178e-07,6286799.845986825,-891855.7995969653,2653246.842005361,-4.1794223176774017e-07,6.2829512165146164e-06,-1.2759769346250096e-05,True,None
3591,-127014698236.8639,-82001781923.44601,10727193577.920147,1.3175725140788367e-06,-1.5765273693274715e-06,-6.162443299761409e-07,6282587.678771155,-884016.9143338896,2648420.3671736456,-4.2279196199180423e-07,6.286449695236141e-06,-1.2763434118609e-05,True,None
3592,-127393370661.40317,-82010827987.99191,10733314979.704477,1.2256596556021335e-06,-1.4602164549689311e-06,-5.668350735279579e-07,6296520.748491052,-894804.5735882584,2631023.4187132167,-4.276432070856859e-07,6.289949143562311e-06,-1.2767095980022105e-05,True,None
3593,-127312883370.78336,-81976172056.69699,10742841015.192091,1.2261431588204425e-06,-1.4598570307447103e-06,-5.644583642753113e-07,6299869.410279409,-881734.1961458343,2627615.838373338,-4.324959528468793e-07,6.293449566059371e-06,-1.2770754927031076e-05,True,None
3594,-127166715808.23424,-81881452483.18016,10751752180.16735,1.3179651039724197e-06,-1.5666500643268318e-06,-6.052488227852073e-07,6296224.106524434,-874782.8302889242,2619804.803148314,-4.373501995496659e-07,6.296950955851244e-06,-1.2774410958697587e-05,True,None
3595,-127187189163.12462,-81659873374.59998,10638213509.25957,1.3454186388699644e-06,-1.5918022052769628e-06,-6.217678376124227e-07,6297091.758385247,-884361.6415139985,2608905.890043132,-4.422059449082405e-07,6.300453311226024e-06,-1.2778064074108112e-05,True,None
3596,-127517503754.00157,-81200133701.0651,10856628828.503368,1.087856423621911e-06,-1.2852366149844103e-06,-4.911441246149289e-07,6324126.380122282,-895679.1531316965,2597525.649870257,-4.470631794204265e-07,6.303956645598308e-06,-1.2781714272512436e-05,True,None
3597,-127211046093.60953,-81645820446.90482,10693078410.068254,1.319850833766807e-06,-1.5613053511887274e-06,-6.026672391972582e-07,6301379.124108599,-891915.0218137034,2601394.366583308,-4.51921891223031e-07,6.30746095316897e-06,-1.2785361549658146e-05,True,None
3598,-127460965187.79286,-81691265888.1594,10905440156.256977,1.1864446331848726e-06,-1.4039894806466474e-06,-5.434763160730191e-07,6310619.578865599,-890199.5902857181,2607967.4903565287,-4.5678208688535027e-07,6.3109662370242925e-06,-1.2789005907876719e-05,True,None
3599,-127807194990.25725,-81411306741.72977,11467569896.69947,1.2849266624304417e-06,-1.5130126256225899e-06,-5.775841035448271e-07,6315165.684790037,-874276.0036017137,2581846.583265714,-4.6164376822679366e-07,6.314472497215572e-06,-1.2792647347696398e-05,True,None
3600,-127686512213.01385,-81225593988.73692,11357947154.456522,1.2710381080592056e-06,-1.495313294289062e-06,-5.752938948205108e-07,6314697.88125709,-881692.8393593549,2583098.4578761677,-4.665069239010282e-07,6.3179797245768625e-06,-1.2796285864527671e-05,True,None
3601,-127748458285.51591,-80926266927.95639,11528291604.332743,1.3878532408646534e-06,-1.6288278027278453e-06,-6.264702680149491e-07,6310401.111867926,-875367.2919351024,2572555.289581873,-4.713715524538587e-07,6.3214879266883625e-06,-1.2799921459077353e-05,True,None
3602,-127735239234.33194,-80995639160.72531,11297114096.403542,1.2268655690799455e-06,-1.4364875670433935e-06,-5.586534386627577e-07,6322010.325658757,-881791.7092891535,2574617.0886661173,-4.762376499619922e-07,6.3249971030028975e-06,-1.2803554130153786e-05,True,None
3603,-128187604325.64093,-80666555151.59932,11180531198.184183,1.4076316128171454e-06,-1.650570741993241e-06,-6.218918705446662e-07,6313569.0073395325,-891809.372871707,2555984.878257267,-4.81105212713284e-07,6.32850726316359e-06,-1.2807183878144388e-05,True,None
3604,-128202369571.55557,-80663638382.18053,11883727264.061981,1.343891443966592e-06,-1.5757524355659205e-06,-5.971230226581677e-07,6317762.74525057,-881703.2481101345,2561384.777859229,-4.859742334478846e-07,6.332018394683075e-06,-1.2810810699153687e-05,True,None
3605,-127905846255.27661,-80477067633.44635,11493679635.656958,1.3276497876393876e-06,-1.5475479555873672e-06,-5.864655120625559e-07,6326650.813381397,-884564.0041185446,2542006.4891336984,-4.908447156563246e-07,6.3355304962317036e-06,-1.2814434593964985e-05,True,None
3606,-128003912439.44113,-80160934562.36195,11867323675.796436,1.4185147353731583e-06,-1.653592628943523e-06,-6.187666730517988e-07,6322725.085735262,-889585.0816714619,2532613.885022894,-4.957166458193208e-07,6.339043573463727e-06,-1.2818055559634758e-05,True,None
