,Sun x,Sun y,Sun z,Magnetometer x,Magnetometer y,Magnetometer z,Earth x,Earth y,Earth z,Angular momentum of wheels x,Angular momentum of wheels y,Angular momentum of wheels z,Sun in view,Current fault
1171,0.0,0.0,0.0,1.2626364492507592e-06,-6.044734037928824e-07,3.876826516536077e-07,-6806197.894691576,-889317.0047219379,439677.3774688346,1.9081395554587992e-06,6.69162526065792e-07,-1.4621123982812082e-06,False,None
1172,0.0,0.0,0.0,1.2663600463738723e-06,-6.021205522661951e-07,3.8671001446950734e-07,-6806966.289745417,-876763.7670664483,448575.6569635432,1.910540145132744e-06,6.703053772978337e-07,-1.465009601247994e-06,False,None
1173,0.0,0.0,0.0,1.1476884712521183e-06,-5.459164473485287e-07,3.509370576214913e-07,-6816494.5128209265,-880616.4036222287,448452.3735253356,1.9129403492210155e-06,6.714492097436475e-07,-1.467909913998011e-06,False,None
1174,0.0,0.0,0.0,1.387837082796149e-06,-6.512250548036236e-07,4.2579036392129873e-07,-6796640.442631397,-881464.0081825727,458939.1258632404,1.9153401679016007e-06,6.725940228369845e-07,-1.4708133366230544e-06,False,None
1175,0.0,0.0,0.0,1.1684101504729913e-06,-5.42770184426757e-07,3.596369554399497e-07,-6812239.534305552,-893438.9862911145,464793.9203651082,1.9177395935931016e-06,6.73739816550007e-07,-1.4737198685932774e-06,False,None
1176,0.0,0.0,0.0,1.1285427982896333e-06,-5.150143194023419e-07,3.4300678189622854e-07,-6817568.081532967,-872712.555918681,481638.17382765,1.9201386229661027e-06,6.748865827538699e-07,-1.476629510805527e-06,False,None
1177,0.0,0.0,0.0,1.3262523506042943e-06,-6.158222916865497e-07,4.0926272453500246e-07,-6799422.918951506,-891670.3675401373,466639.9527785013,1.9225372480452805e-06,6.760343286172006e-07,-1.479542261682145e-06,False,None
1178,0.0,0.0,0.0,1.2906372860209898e-06,-5.708602411884742e-07,3.9643859408343667e-07,-6800754.93774862,-886652.9568538874,504393.73167153174,1.9249354746467233e-06,6.771830520316673e-07,-1.4824581219404454e-06,False,None
1179,0.0,0.0,0.0,1.2736240441499879e-06,-5.68014084373327e-07,3.8924674972994804e-07,-6803368.285628398,-880183.7304319522,497796.7642969993,1.927333280852797e-06,6.783327508623933e-07,-1.4853770902547097e-06,False,None
1180,0.0,0.0,0.0,1.305756991358612e-06,-5.819457843887299e-07,4.0488604401850673e-07,-6798351.46257603,-896366.0216730505,500684.76508652366,1.929730671643196e-06,6.79483424989569e-07,-1.488299167018251e-06,False,None
1181,0.0,0.0,0.0,1.3774314111891402e-06,-6.089771658878664e-07,4.221931244790939e-07,-6794582.012943012,-886127.0801368784,501999.49536185036,1.93212764235948e-06,6.806350798471438e-07,-1.4912243511188603e-06,False,None
1182,0.0,0.0,0.0,1.2384652672294402e-06,-5.341589419677359e-07,3.805795738935086e-07,-6803567.2172639975,-887932.3244963066,524003.8575929121,1.9345241944568393e-06,6.817877038187256e-07,-1.4941526442863522e-06,False,None
1183,0.0,0.0,0.0,1.2045225353203686e-06,-5.19772861011233e-07,3.6974549360931373e-07,-6806698.705708694,-884471.0035252849,525371.1977376726,1.936920314334944e-06,6.829413030464616e-07,-1.497084044619754e-06,False,None
1184,0.0,0.0,0.0,1.3723256844502323e-06,-5.821604726269719e-07,4.232886363142512e-07,-6791862.871178169,-893661.6179628058,534547.3655174434,1.939316001366334e-06,6.840958818815379e-07,-1.5000185514615248e-06,False,None
1185,0.0,0.0,0.0,1.1859189051566374e-06,-4.988271312382025e-07,3.638191148856485e-07,-6806834.2761494825,-889196.2188696662,541271.1038315685,1.9417112487813855e-06,6.852514315852172e-07,-1.5029561654961434e-06,False,None
1186,0.0,0.0,0.0,1.2661141146986258e-06,-5.278101235280556e-07,3.876382793215174e-07,-6800478.883703539,-881837.5610944345,549811.539166295,1.94410605412137e-06,6.864079513709341e-07,-1.5058968866365707e-06,False,None
1187,0.0,0.0,0.0,1.2110877989642248e-06,-4.98196949187618e-07,3.7448940412910415e-07,-6802056.389328556,-900639.7087277467,557451.2801226223,1.9465004121441952e-06,6.875654472706749e-07,-1.5088407136209182e-06,False,None
1188,0.0,0.0,0.0,1.3776799154708928e-06,-5.641850538634141e-07,4.1910972583002776e-07,-6792332.8704058295,-875495.9811404054,559630.8184013242,1.9488943167154835e-06,6.887239119015077e-07,-1.511787646976123e-06,False,None
1189,0.0,0.0,0.0,1.1885917075625083e-06,-4.87343878465357e-07,3.639975133136624e-07,-6806055.320338645,-880004.5327897297,564646.266445102,1.9512877690322235e-06,6.898833452798831e-07,-1.5147376867980588e-06,False,None
1190,0.0,0.0,0.0,1.2392796734005771e-06,-4.968071720774637e-07,3.7941581278704866e-07,-6800704.518054608,-880756.5627673835,579623.404709003,1.9536807650958947e-06,6.910437607146399e-07,-1.5176908308997964e-06,False,None
1191,0.0,0.0,0.0,1.572669980520782e-06,-6.269910058951997e-07,4.843433906042801e-07,-6776234.085999542,-884746.5041643182,582493.1701223716,1.9560732957463313e-06,6.922051549406937e-07,-1.520647078974729e-06,False,None
1192,0.0,0.0,0.0,1.3386389842124707e-06,-5.206631112965699e-07,4.1002570273200005e-07,-6791308.619950475,-882767.8325441056,599047.3041822866,1.9584653570460498e-06,6.933675282579345e-07,-1.5236064306472993e-06,False,None
1193,0.0,0.0,0.0,1.2898511820524077e-06,-4.937393835163413e-07,3.973533946534023e-07,-6793127.865362202,-888388.5117907329,612858.0100392533,1.960856940777598e-06,6.945308757101216e-07,-1.5265688859055132e-06,False,None
1194,0.0,0.0,0.0,1.105250376430563e-06,-4.2606475332732363e-07,3.3617643006370525e-07,-6811325.2235607365,-875045.9105056978,607208.732028958,1.9632480374228035e-06,6.956952035017935e-07,-1.529534443048558e-06,False,None
1195,0.0,0.0,0.0,1.2661516521823365e-06,-4.898031073973929e-07,3.89529634886025e-07,-6795723.823844741,-887998.5794158352,604698.0928603477,1.965638653732349e-06,6.968605077113687e-07,-1.532503103218118e-06,False,None
1196,0.0,0.0,0.0,1.344539934044185e-06,-5.011748293527693e-07,4.1125201675279147e-07,-6788992.998640392,-878085.180937882,630477.1201070001,1.968028788341411e-06,6.980267898503416e-07,-1.5354748660836172e-06,False,None
1197,0.0,0.0,0.0,1.1660981465327395e-06,-4.3672560387746155e-07,3.589970770767979e-07,-6801978.48715663,-891398.3300978664,627380.9412292052,1.9704184263299015e-06,6.991940516302914e-07,-1.5384497300815472e-06,False,None
1198,0.0,0.0,0.0,1.186177296147101e-06,-4.36085816718739e-07,3.626809757232879e-07,-6800489.585243253,-883896.3614044783,638055.332436137,1.9728075690709926e-06,7.00362290406306e-07,-1.5414276957062363e-06,False,None
1199,0.0,0.0,0.0,1.205230355667376e-06,-4.392434324284348e-07,3.7244499961603726e-07,-6796385.721811913,-896658.4530475533,645775.5469503307,1.9751962114337186e-06,7.01531501561014e-07,-1.5444087631393394e-06,False,None
1200,0.0,0.0,0.0,1.1304582116052452e-06,-4.0194627400670597e-07,3.4874566703783675e-07,-6801657.43528171,-897686.1995281314,661351.3414649973,1.977584346400145e-06,7.027016898758347e-07,-1.5473929310714746e-06,False,None
1201,0.0,0.0,0.0,1.428208147793119e-06,-5.115151713301964e-07,4.393627769226591e-07,-6779657.06075235,-887537.3988424892,655952.5790584361,1.9799719652139664e-06,7.038728518914739e-07,-1.5503801991733157e-06,False,None
1202,0.0,0.0,0.0,1.2824843498219083e-06,-4.4763107354131067e-07,3.9723771972021566e-07,-6787157.34960458,-901823.8088138184,672551.9796400827,1.9823590704539286e-06,7.050449906841183e-07,-1.5533705672556736e-06,False,None
1203,0.0,0.0,0.0,1.1411208416285006e-06,-3.973924631376143e-07,3.517116364976276e-07,-6799798.591974213,-894419.6246625801,676281.9881016626,1.9847456512067446e-06,7.062181030439501e-07,-1.5563640347394509e-06,False,None
1204,0.0,0.0,0.0,1.2291059697620435e-06,-4.230504328870581e-07,3.7486174634102625e-07,-6793810.666571156,-878132.3646088663,682779.116872098,1.9871317067157725e-06,7.073921932069018e-07,-1.5593606009598517e-06,False,None
1205,0.0,0.0,0.0,1.292697350931758e-06,-4.376316176210517e-07,3.9546846595254596e-07,-6787107.792820989,-884850.0052351534,691147.4418768261,1.989517234747776e-06,7.085672604588018e-07,-1.5623602658036128e-06,False,None
1206,0.0,0.0,0.0,1.2493167233112982e-06,-4.2284931171385755e-07,3.84007616912751e-07,-6789615.89232455,-889740.0287004967,693505.7723817966,1.991902229406826e-06,7.097432996238445e-07,-1.5653630294264677e-06,False,None
1207,0.0,0.0,0.0,1.2311257520506979e-06,-4.078815267765942e-07,3.755186674982208e-07,-6791322.781455189,-880533.7477632075,705843.8408062602,1.994286688353006e-06,7.109203159411809e-07,-1.5683688908689312e-06,False,None
1208,0.0,0.0,0.0,1.1509232840940791e-06,-3.857445409021656e-07,3.530941583857008e-07,-6797662.652099104,-887733.9254779351,700881.6987963779,1.9966706057433903e-06,7.120983065969929e-07,-1.5713778499534378e-06,False,None
1209,0.0,0.0,0.0,1.4538478221415015e-06,-4.7015281161712766e-07,4.4466619729540803e-07,-6773107.170990375,-881007.5174061297,720302.2530098996,1.9990539837137338e-06,7.132772761161389e-07,-1.5743899062555477e-06,False,None
1210,0.0,0.0,0.0,1.128726595821546e-06,-3.606900915500993e-07,3.4467719767391136e-07,-6797659.134458372,-884349.5756057004,728931.2638076327,2.0014368097106823e-06,7.144572223818306e-07,-1.5774050588280112e-06,False,None
1211,0.0,0.0,0.0,1.3069564622323545e-06,-4.1237708713695746e-07,4.007114497679489e-07,-6781350.214461205,-890097.3967787853,734077.8193845802,2.0038190802710187e-06,7.156381437125468e-07,-1.5804233075580078e-06,False,None
1212,0.0,0.0,0.0,1.1738303804718795e-06,-3.6543529434198955e-07,3.56729640944015e-07,-6793050.441445628,-879251.6386193879,742604.9607600692,2.006200790622746e-06,7.168200363609459e-07,-1.5834446524854265e-06,False,None
1213,0.0,0.0,0.0,1.308464285709838e-06,-3.9931430675369664e-07,4.009162144828561e-07,-6779586.49562381,-883854.7285343303,757892.4737262786,2.0085819380127187e-06,7.180028998558966e-07,-1.5864690933950403e-06,False,None
1214,0.0,0.0,0.0,1.2230939677726014e-06,-3.673891513482262e-07,3.731562549270517e-07,-6785976.1174731,-884673.9304715913,763710.3316303985,2.010962510412942e-06,7.191867468458707e-07,-1.5894966272676744e-06,False,None
1215,0.0,0.0,0.0,1.411805377550665e-06,-4.223603519506341e-07,4.296556042634596e-07,-6772120.285303493,-879514.6415126143,763976.0477482486,2.0133425057939e-06,7.203715663779573e-07,-1.5925272554297295e-06,False,None
1216,0.0,0.0,0.0,1.2186414673076244e-06,-3.7246731912188123e-07,3.717194499781902e-07,-6787673.990783352,-877901.9439915855,757748.0822662342,2.015721923686099e-06,7.215573562609435e-07,-1.5955609781376745e-06,False,None
1217,0.0,0.0,0.0,1.0555317884823563e-06,-3.1338980213307237e-07,3.2352264084754357e-07,-6799188.812017127,-894527.4288421171,771991.3231655195,2.018100768050811e-06,7.227441302194726e-07,-1.5985977938792888e-06,False,None
1218,0.0,0.0,0.0,1.2779683685223069e-06,-3.587109345986286e-07,3.916521495678769e-07,-6776492.531953006,-892534.4047656221,801624.118875042,2.0204790302579735e-06,7.239318773867925e-07,-1.6016377032757227e-06,False,None
1219,0.0,0.0,0.0,1.2563482386060953e-06,-3.59681426615652e-07,3.818525691245142e-07,-6781190.244863587,-879106.4718228288,790936.6545436404,2.0228566908242363e-06,7.251205986180254e-07,-1.6046807041097447e-06,False,None
1220,0.0,0.0,0.0,1.2702116208348735e-06,-3.574433745756534e-07,3.884793060762098e-07,-6777806.708868341,-886219.9046482036,802399.5411520007,2.0252337582181245e-06,7.263102940838962e-07,-1.6077267972778524e-06,False,None
1221,0.0,0.0,0.0,1.3699139743566558e-06,-3.878201867679915e-07,4.1485500888406967e-07,-6772819.283916762,-870545.7209058504,797431.9770814099,2.0276102238459087e-06,7.275009697712262e-07,-1.6107759810047028e-06,False,None
