,Sun,Magnetometer,Earth,Angular momentum of wheels,Angular velocity of satellite,Sun in view,Current fault,Current fault numeric,Current fault binary
43,[-0.70400635  0.34005222  0.62348674],[-0.8359691  -0.37790064 -0.39792811],[ 1.75416872e-10 -7.67484003e-70 -1.00000000e+00],[ 2.12741619e-68  0.00000000e+00 -2.98987572e-79],[ 1.15011115e-070 -2.00946239e-032 -6.64516433e-100],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
44,[-0.70330587  0.3400528   0.6242718 ],[-0.83713897 -0.37636659 -0.39692133],[ 1.79496467e-10 -3.30144972e-17 -1.00000000e+00],[ 2.45935373e-68  0.00000000e+00 -3.59531889e-79],[ 1.29026382e-070 -2.10292576e-032 -8.14897618e-100],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
45,[-0.70263322  0.34005619  0.62504452],[-0.83836613 -0.37484666 -0.39576788],[ 1.83575865e-10 -1.65072493e-17 -1.00000000e+00],[ 2.83398200e-68  0.00000000e+00 -4.30542037e-79],[ 1.44375714e-070 -2.19851329e-032 -9.94795757e-100],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
46,[-0.70193735  0.34004815  0.62581858],[-0.83950839 -0.373164   -0.3949358 ],[ 1.87655395e-10 -1.15589721e-69 -1.00000000e+00],[ 3.25568455e-68  0.00000000e+00 -5.13531767e-79],[ 1.61152153e-70 -2.29622499e-32 -1.20916024e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
47,[-0.7012405   0.34005379  0.62659566],[-0.8406976  -0.37165549 -0.39382704],[ 1.91734792e-10 -1.31704937e-69 -1.00000000e+00],[ 3.72918781e-68  0.00000000e+00 -6.10193039e-79],[ 1.79452971e-70 -2.39606086e-32 -1.46363536e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
48,[-0.70056747  0.34004779  0.62736157],[-0.84195977 -0.36982357 -0.39285401],[ 1.95814322e-10 -1.65072516e-17 -1.00000000e+00],[ 4.25958012e-68  0.00000000e+00 -7.22412422e-79],[ 1.99379758e-70 -2.49802090e-32 -1.76463976e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
49,[-0.69985846  0.3400541   0.62813252],[-0.84319896 -0.36839236 -0.39153872],[ 1.9989372e-10 -1.6958821e-69 -1.0000000e+00],[ 4.85233127e-68  0.00000000e+00 -8.52288604e-79],[ 2.21038525e-70 -2.60210510e-32 -2.11945301e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
50,[-0.69916627  0.34005876  0.62890738],[-0.84449513 -0.36659757 -0.39042822],[ 2.03973183e-10  3.30145063e-17 -1.00000000e+00],[ 5.51331285e-68  0.00000000e+00 -1.00215105e-78],[ 2.44539792e-70 -2.70831347e-32 -2.53630978e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
51,[-0.69848387  0.34005442  0.62967173],[-0.84562365 -0.36522301 -0.38927213],[ 2.08052779e-10 -2.16146041e-69 -1.00000000e+00],[ 6.2488191e-68  0.0000000e+00 -1.1745799e-78],[ 2.69998682e-70 -2.81664601e-32 -3.02450202e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
52,[-0.69777752  0.34005623  0.63045393],[-0.84685251 -0.36353902 -0.38817548],[ 2.12132045e-10 -1.65072547e-17 -1.00000000e+00],[ 7.06558859e-68  0.00000000e+00 -1.37242703e-78],[ 2.97535017e-70 -2.92710272e-32 -3.59448974e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
53,[-0.6970835   0.34005148  0.63122074],[-0.84801015 -0.36191037 -0.38716878],[ 2.16211574e-10 -3.30145110e-17 -1.00000000e+00],[ 7.97082647e-68  0.00000000e+00 -1.59883857e-78],[ 3.27273412e-70 -3.03968359e-32 -4.25802090e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
54,[-0.69638239  0.34006017  0.63198833],[-0.84926776 -0.36009174 -0.38610648],[ 2.20291038e-10  1.65072563e-17 -1.00000000e+00],[ 8.97222750e-68  0.00000000e+00 -1.85727865e-78],[ 3.59343368e-70 -3.15438864e-32 -5.02826094e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
55,[-0.69568302  0.34005884  0.63275059],[-0.85039592 -0.35858045 -0.38502835],[ 2.24370502e-10 -1.65072571e-17 -1.00000000e+00],[ 1.00779997e-67  0.00000000e+00 -2.15155460e-78],[ 3.93879365e-70 -3.27121784e-32 -5.91993247e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
56,[-0.69498788  0.34006051  0.63352318],[-0.85156735 -0.35687002 -0.38402713],[ 2.28449965e-10 -3.80949026e-69 -1.00000000e+00],[ 1.12968889e-67  0.00000000e+00 -2.48584367e-78],[ 4.31020959e-70 -3.39017122e-32 -6.94946588e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
57,[-0.69428337  0.34004922  0.63429721],[-0.85272465 -0.35534513 -0.3828714 ],[ 2.32529495e-10 -4.24051122e-69 -1.00000000e+00],[ 1.26382035e-67  0.00000000e+00 -2.86472121e-78],[ 4.70912872e-70 -3.51124876e-32 -8.13516127e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
58,[-0.6935835   0.34005634  0.63505943],[-0.85400132 -0.35362701 -0.38161457],[ 2.36608893e-10 -1.65072596e-17 -1.00000000e+00],[ 1.41118410e-67  0.00000000e+00 -3.29319047e-78],[ 5.13705090e-70 -3.63445048e-32 -9.49736252e-99],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
59,[-0.6928903   0.34005679  0.63582108],[-0.85514515 -0.35203601 -0.38052256],[ 2.40688422e-10  1.65072604e-17 -1.00000000e+00],[ 1.57283139e-67  0.00000000e+00 -3.77671404e-78],[ 5.59552955e-70 -3.75977635e-32 -1.10586440e-98],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
60,[-0.69219089  0.34006126  0.63659812],[-0.85637528 -0.35006858 -0.37956998],[ 2.44767820e-10 -1.65072613e-17 -1.00000000e+00],[ 1.74987776e-67  0.00000000e+00 -4.32124695e-78],[ 6.08617257e-70 -3.88722640e-32 -1.28440108e-98],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
61,[-0.69147896  0.3400647   0.63734541],[-0.85755097 -0.34852281 -0.37833608],[ 2.48847218e-10 -6.39329939e-69 -1.00000000e+00],[ 1.94350583e-67  0.00000000e+00 -4.93327160e-78],[ 6.61064332e-70 -4.01680061e-32 -1.48811130e-98],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
62,[-0.69076878  0.34005458  0.63810734],[-0.85875159 -0.34694075 -0.37706475],[ 2.52926747e-10  3.30145260e-17 -1.00000000e+00],[ 2.15496819e-67  0.00000000e+00 -5.61983445e-78],[ 7.17066153e-70 -4.14849899e-32 -1.72004746e-98],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
63,[-0.69007692  0.34005787  0.63887382],[-0.85984316 -0.34533953 -0.37604567],[ 2.57006145e-10  1.65072639e-17 -1.00000000e+00],[ 2.38559039e-67  0.00000000e+00 -6.38858465e-78],[ 7.76800425e-70 -4.28232154e-32 -1.98357389e-98],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
64,[-0.68938276  0.34005714  0.63964076],[-0.86109704 -0.34342248 -0.37493052],[ 2.61085675e-10  1.65072648e-17 -1.00000000e+00],[ 2.63677394e-67  0.00000000e+00 -7.24781456e-78],[ 8.40450680e-70 -4.41826826e-32 -2.28239289e-98],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
65,[-0.68865246  0.34005763  0.64039568],[-0.8622186  -0.34187519 -0.37376523],[ 2.65165072e-10  1.65072656e-17 -1.00000000e+00],[ 2.90999952e-67  0.00000000e+00 -8.20650230e-78],[ 9.08206369e-70 -4.55633914e-32 -2.62057261e-98],True,Increasing_angular_RW_momentum,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
