,Sun x,Sun y,Sun z,Magnetometer x,Magnetometer y,Magnetometer z,Earth x,Earth y,Earth z,Angular momentum of wheels x,Angular momentum of wheels y,Angular momentum of wheels z,Sun in view,Current fault,Current fault numeric,Current fault binary
0,0.022168515065374646,0.996968871907879,-0.07457630579834133,-0.6072167937262104,-0.7854374619270442,0.11989895253280543,-0.33197838832079735,-0.1288643216514989,-0.9344433296317255,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,0.022220006763852166,0.9969787429944282,-0.07442887421333422,-0.6062346323898021,-0.7860534915603111,0.12082830337733717,-0.3319827883939926,-0.1288529856831318,-0.9344433296303702,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
2,0.022217820064762403,0.9969680816885077,-0.07457219700335466,-0.6050745929733861,-0.7867971091169418,0.1217992037055867,-0.3319751369837807,-0.1288726974050001,-0.934443329629015,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
3,0.022128730943291024,0.9969703925441904,-0.07456779235784525,-0.6041793992880395,-0.7873210887485667,0.12285258111946828,-0.33197763077676046,-0.12886627323788946,-0.9344433296276597,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
4,0.02229421622235162,0.9969570365817656,-0.07469695531368994,-0.6032191337542705,-0.7879148913320151,0.1237610628994708,-0.3319834676321883,-0.1288512356782583,-0.9344433296263045,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
5,0.0222039419949369,0.9969915795573533,-0.07426153278527967,-0.6019453229323602,-0.7887123093046202,0.12487882667302,-0.3319758311811561,-0.12887090917278268,-0.9344433296249492,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
6,0.022151250400562896,0.9969718321476595,-0.07454185408098501,-0.600961080113706,-0.789329584187252,0.12571629852707414,-0.33198600963962316,-0.1288446860585719,-0.934443329623594,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
7,0.022275429469321685,0.9969540206940118,-0.07474279807447212,-0.5999259457074197,-0.7899212700706543,0.12693796420702097,-0.3319818381652581,-0.12885543392857382,-0.9344433296222387,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
8,0.022200882644619724,0.9969700832926506,-0.07455047839715988,-0.5986060780390058,-0.7908030718742708,0.12767640678283876,-0.3319816187689076,-0.1288559991875164,-0.9344433296208835,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
9,0.02205943666099463,0.9969677797537112,-0.07462323624150681,-0.597755699181061,-0.7913185571930106,0.12846425626816793,-0.331981475808096,-0.1288563675176701,-0.9344433296195283,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,0.022195264104552852,0.9969654797091646,-0.07461368855380546,-0.5964444036165353,-0.7921061040101548,0.1296996275413676,-0.33197809015632435,-0.12886508987411005,-0.934443329618173,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
11,0.022069950678505288,0.9969763378423228,-0.07450569816839298,-0.5956892278813349,-0.7925126638577286,0.13068290405124328,-0.3319762162146511,-0.12886991736801517,-0.9344433296168178,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
12,0.02215766787645837,0.9969690803004261,-0.07457674355453567,-0.5946579123593605,-0.7931750260700502,0.1313596029500061,-0.33197942190734003,-0.12886165902717917,-0.9344433296154626,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
13,0.02200971851240373,0.9969729789756755,-0.07456843489957188,-0.5935753164266526,-0.7938058114212284,0.13244122274762016,-0.3319750377768679,-0.12887295306909272,-0.9344433296141074,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
14,0.022134496233860813,0.9969678022683123,-0.07460070587309942,-0.59226042311299,-0.794585140623866,0.13364896375869778,-0.33197492895413194,-0.12887323340451015,-0.9344433296127521,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
15,0.022159797273769998,0.9969568363750151,-0.07473961325767707,-0.5912524075287878,-0.7951662267658104,0.13465237614849784,-0.3319813225471571,-0.12885676243258432,-0.9344433296113969,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
16,0.021964562639055975,0.9969819074739257,-0.0744623002446754,-0.5903217833249667,-0.7957320202155167,0.13539107849398463,-0.3319700104539663,-0.12888590266779898,-0.9344433296100416,0.0,0.0,0.0,True,Interference,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
