,Sun x,Sun y,Sun z,Magnetometer x,Magnetometer y,Magnetometer z,Earth x,Earth y,Earth z,Angular momentum of wheels x,Angular momentum of wheels y,Angular momentum of wheels z,Sun in view,Current fault,Current fault numeric,Current fault binary
0,0.022014747142862612,0.996976789117086,-0.07451599070012867,-0.6073648215253145,-0.7853198203590946,0.11991977870511013,-0.33197733617312686,-0.12886703214620016,-0.9344433296317255,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
1,0.02209083385149084,0.9969748128486564,-0.07451991415140267,-0.6060398010660931,-0.7861596066319219,0.12111495541060435,-0.3319804462337378,-0.1288590199704943,-0.9344433296303702,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
2,0.021919355577250433,0.9969541023233104,-0.07484690849861825,-0.6052054484500229,-0.7867074188126401,0.12172839583088378,-0.3319752394200578,-0.12887243352957986,-0.934443329629015,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
3,0.0219821284109716,0.9969736594931711,-0.07456747486215998,-0.6040732154384401,-0.7873889191745161,0.1229399867864471,-0.331972907290449,-0.12887844094145642,-0.9344433296276597,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
4,0.021892261840234913,0.9969781250663153,-0.07453420027593051,-0.603097128641146,-0.7880221398818756,0.12367279604179277,-0.3319773638499205,-0.12886696088665928,-0.9344433296263045,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
5,0.022154110788327366,0.9969711573340659,-0.07455002896814626,-0.602042044153265,-0.788714311038551,0.12439900576267506,-0.3319812616429484,-0.12885691924532156,-0.9344433296249492,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
6,0.02211414832319927,0.9969665150554878,-0.07462393920221105,-0.6010600579417824,-0.7892732593510562,0.12559669112035496,-0.3319763887067777,-0.12886947296849754,-0.934443329623594,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
7,0.022297004306588302,0.9969719810194588,-0.07449639361128776,-0.5997336842401695,-0.7901043103558785,0.1267070903492566,-0.33198556401392887,-0.1288458342782496,-0.9344433296222387,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
8,0.022131422275135624,0.9969635274579199,-0.07465872398280617,-0.5990021184013727,-0.7905141543017873,0.127608126697315,-0.33197653326027693,-0.12886910060804216,-0.9344433296208835,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
9,0.022225009506746392,0.9969746825384136,-0.07448175165672949,-0.5977692462527384,-0.7913059618768602,0.12847880343687273,-0.3319770637498885,-0.12886773402823817,-0.9344433296195284,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
10,0.02187072724325826,0.9969738742283936,-0.07459735515337593,-0.5964944412027475,-0.7920824284877982,0.1296140736767999,-0.3319757493512507,-0.12887112001832948,-0.9344433296181731,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
11,0.022146019085649414,0.996983957843426,-0.07438105700725395,-0.5956345155411393,-0.792551640819981,0.1306959086185514,-0.331982703626302,-0.12885320418059765,-0.9344433296168179,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
12,0.02204987534780075,0.9969646240637527,-0.07466820851317571,-0.5946222834932748,-0.7931493822954543,0.13167534825313132,-0.3319771620092853,-0.12886748093071954,-0.9344433296154626,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
13,0.02224140943688018,0.9969739047272433,-0.07448726736278671,-0.5934258389180376,-0.7939247254659428,0.13239827792781575,-0.3319794798075871,-0.1288615098715879,-0.9344433296141074,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
14,0.022327660951285522,0.996964712074462,-0.074584438287954,-0.592513469891853,-0.7944329300743302,0.13343203367344408,-0.33198974861714176,-0.128835051734228,-0.9344433296127521,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
15,0.022069791668298457,0.996962922747513,-0.07468503841101497,-0.5912078349350727,-0.7951990203781162,0.1346544239936766,-0.33197860782335264,-0.1288637563181969,-0.9344433296113969,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
16,0.022188673511070463,0.9969626559085335,-0.07465336892346197,-0.5902251263844301,-0.795801079483939,0.13540658062546895,-0.33197517672607285,-0.12887259516667046,-0.9344433296100416,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
17,0.022219129386672583,0.9969686716555919,-0.07456391906668669,-0.5889660752279243,-0.7964984340954693,0.13678160225001323,-0.3319805592686851,-0.1288587289145895,-0.9344433296086864,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
18,0.022100576525154264,0.9969786891070573,-0.07446514609956775,-0.5881441696645953,-0.7969492251312288,0.13768939048553608,-0.33197995577725203,-0.12886028369710803,-0.9344433296073311,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
19,0.02235898012921461,0.9969663875623852,-0.07455265306070208,-0.5869461141892582,-0.79767103733414,0.13861881270739385,-0.33198656383379044,-0.12884325821994258,-0.9344433296059759,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
20,0.02200318115349244,0.9969658785557176,-0.07466523297193384,-0.5856752034633035,-0.7983977897969505,0.1398053121149666,-0.3319773576999571,-0.12886697688696563,-0.9344433296046206,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
21,0.022263470489947274,0.9969728915016548,-0.07449423798236846,-0.584657904378875,-0.7989271816074379,0.1410336602946217,-0.3319851828221585,-0.12884681659436453,-0.9344433296032654,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
22,0.02218043096730987,0.9969759386713111,-0.07447822629844528,-0.583485514924176,-0.7996254026923688,0.14192909935152967,-0.3319767177153836,-0.12886862557433112,-0.9344433296019101,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
23,0.022104971628966536,0.9969865124513296,-0.07435902244797343,-0.5823269971141354,-0.8003204209440477,0.14276726603804096,-0.3319758276834171,-0.12887091835996042,-0.9344433296005549,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
24,0.022102080003695446,0.9969686684200894,-0.07459874159920174,-0.5811690967377923,-0.8009848860584485,0.143755672246048,-0.3319837726323855,-0.1288504500431829,-0.9344433295991996,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
25,0.022333374171327008,0.9969618350561961,-0.07462117554358498,-0.580108507953375,-0.8015217457420754,0.14504140823463185,-0.33198045034682944,-0.12885900960977215,-0.9344433295978444,0.0,0.0,0.0,True,Stop,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1
