,Sun,Magnetometer,Earth,Angular momentum of wheels,Angular velocity of satellite,Sun in view,Current fault,Current fault numeric,Current fault binary
20,[-0.71959206  0.34004598  0.60543651],[-0.80757694 -0.41282197 -0.42118583],[ 8.15892733e-11  1.65072330e-17 -1.00000000e+00],[ 1.72653101e-70  1.00515531e-09 -6.35459542e-82],[ 2.49532747e-072 -4.46075157e-033 -7.76845656e-103],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
21,[-0.71893592  0.34005128  0.6062252 ],[-0.80888283 -0.41131412 -0.42015386],[ 8.56687370e-11 -1.65072336e-17 -1.00000000e+00],[ 2.34714856e-70  1.10567084e-09 -9.41796964e-82],[ 3.18597692e-072 -4.90682672e-033 -1.19130268e-102],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
22,[-0.71825366  0.34005033  0.60702191],[-0.8100425  -0.41001761 -0.41918577],[ 8.97482006e-11 -1.27861141e-71 -1.00000000e+00],[ 3.14505470e-70  1.21097282e-09 -1.37019798e-81],[ 4.02166276e-072 -5.37414354e-033 -1.79160599e-102],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
23,[-0.71759615  0.34003948  0.6077953 ],[-0.81132013 -0.40843767 -0.41825629],[ 9.38276643e-11 -1.68077769e-71 -1.00000000e+00],[ 4.15921789e-70  1.32106126e-09 -1.96016206e-81],[ 5.02410677e-072 -5.86270203e-033 -2.64690170e-102],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
24,[-0.71691414  0.34004908  0.60860206],[-0.81256838 -0.40703693 -0.41719726],[ 9.79071279e-11  1.65072354e-17 -1.00000000e+00],[ 5.43487666e-70  1.43593615e-09 -2.76130806e-81],[ 6.21709799e-072 -6.37250220e-033 -3.84730096e-102],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
25,[-0.71625183  0.34005031  0.60937304],[-0.8137962  -0.4055455  -0.41625543],[ 1.01986592e-10 -2.80489816e-71 -1.00000000e+00],[ 7.02421894e-70  1.55559750e-09 -3.83534930e-81],[ 7.62658666e-072 -6.90354404e-033 -5.50892798e-102],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
26,[-0.71557359  0.34004216  0.61017894],[-0.81500398 -0.40403727 -0.41535816],[ 1.06065989e-10 -3.56755683e-71 -1.00000000e+00],[ 8.98710346e-70  1.68004530e-09 -5.25834481e-81],[ 9.28077822e-072 -7.45582755e-033 -7.77989679e-102],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
27,[-0.71490876  0.34004273  0.6109745 ],[-0.81631617 -0.40255432 -0.41421967],[ 1.10145519e-10 -4.49563465e-71 -1.00000000e+00],[ 1.13918244e-69  1.80927955e-09 -7.12325095e-81],[ 1.12102272e-071 -8.02935272e-033 -1.08473393e-101],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
28,[-0.71422472  0.34004915  0.61176113],[-0.81749334 -0.40107517 -0.41333201],[ 1.14224983e-10 -5.61665737e-71 -1.00000000e+00],[ 1.43159199e-69  1.94330026e-09 -9.54279936e-81],[ 1.34479314e-071 -8.62411957e-033 -1.49456177e-101],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
29,[-0.71356682  0.3400507   0.61253196],[-0.81879231 -0.39960379 -0.41218439],[ 1.18304512e-10 -6.96145052e-71 -1.00000000e+00],[ 1.78470261e-69  2.08210742e-09 -1.26527278e-80],[ 1.60294255e-071 -9.24012809e-033 -2.03658645e-101],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
30,[-0.71287837  0.34005632  0.61333307],[-0.8200293  -0.39804305 -0.41123433],[ 1.22383910e-10 -8.56439307e-71 -1.00000000e+00],[ 2.20837766e-69  2.22570104e-09 -1.66153914e-80],[ 1.89928754e-071 -9.87737828e-033 -2.74670057e-101],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
31,[-0.71218931  0.3400473   0.61412386],[-0.82126623 -0.39641347 -0.41033907],[ 1.26463308e-10  1.65072397e-17 -1.00000000e+00],[ 2.71367495e-69  2.37408110e-09 -2.16237838e-80],[ 2.23791718e-071 -1.05358701e-032 -3.66884338e-101],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
32,[-0.71152149  0.34005021  0.61490507],[-0.82243285 -0.39495951 -0.40940346],[ 1.30542837e-10 -1.27015978e-70 -1.00000000e+00],[ 3.31294622e-69  2.52724763e-09 -2.79059970e-80],[ 2.62320247e-071 -1.12156037e-032 -4.85645077e-101],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
33,[-0.71083691  0.34004931  0.6156847 ],[-0.82364916 -0.39353147 -0.40833202],[ 1.34622367e-10  1.65072410e-17 -1.00000000e+00],[ 4.01994156e-69  2.68520060e-09 -3.57301516e-80],[ 3.05980566e-071 -1.19165788e-032 -6.37410724e-101],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
34,[-0.71015061  0.34004974  0.61646889],[-0.82491781 -0.39196857 -0.40727294],[ 1.38701699e-10  1.65072416e-17 -1.00000000e+00],[ 4.84991872e-69  2.84794003e-09 -4.54098290e-80],[ 3.55268973e-071 -1.26387957e-032 -8.29942013e-101],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
35,[-0.70945681  0.3400504   0.61725577],[-0.82622968 -0.39036929 -0.40614817],[ 1.42781162e-10 -1.65072423e-17 -1.00000000e+00],[ 5.81975767e-69  3.01546592e-09 -5.73100390e-80],[ 4.10712773e-071 -1.33822542e-032 -1.07251378e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
36,[-0.70881323  0.34005586  0.61804192],[-0.82743575 -0.38870683 -0.40528642],[ 1.46860692e-10  1.65072430e-17 -1.00000000e+00],[ 6.94808023e-69  3.18777826e-09 -7.18537559e-80],[ 4.72871220e-071 -1.41469544e-032 -1.37615348e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
37,[-0.70810704  0.34005096  0.61882091],[-0.8285348  -0.38738737 -0.40430325],[ 1.50940156e-10 -1.65072436e-17 -1.00000000e+00],[ 8.25537506e-69  3.36487705e-09 -8.95290591e-80],[ 5.42336454e-071 -1.49328963e-032 -1.75390891e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
38,[-0.70744603  0.34004905  0.6195926 ],[-0.82990576 -0.3857271  -0.40307695],[ 1.55019619e-10 -3.61965001e-70 -1.00000000e+00],[ 9.76412798e-69  3.54676230e-09 -1.10896914e-79],[ 6.19734447e-071 -1.57400798e-032 -2.22114759e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
39,[-0.70675057  0.34004679  0.62040404],[-0.83105471 -0.38423643 -0.40213236],[ 1.59099017e-10 -1.65072450e-17 -1.00000000e+00],[ 1.14989579e-68  3.73343400e-09 -1.36599630e-79],[ 7.05725934e-071 -1.65685049e-032 -2.79589072e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
40,[-0.70606531  0.34005078  0.62116047],[-0.83231961 -0.38267094 -0.4010075 ],[ 1.63178547e-10 -1.65072457e-17 -1.00000000e+00],[ 1.34867581e-68  3.92489215e-09 -1.67370035e-79],[ 8.01007359e-071 -1.74181718e-032 -3.49918452e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
41,[-0.70537103  0.34005087  0.62193547],[-0.83359633 -0.38097967 -0.39996456],[ 1.67257944e-10 -5.74611775e-70 -1.00000000e+00],[ 1.57568435e-68  4.12113676e-09 -2.04041405e-79],[ 9.06311813e-071 -1.82890803e-032 -4.35551197e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
42,[-0.70469483  0.34004821  0.62272142],[-0.83472077 -0.37952865 -0.39899779],[ 1.71337474e-10 -6.65242957e-70 -1.00000000e+00],[ 1.83411034e-68  4.32216782e-09 -2.47558186e-79],[ 1.02240997e-070 -1.91812304e-032 -5.39324826e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
43,[-0.70401174  0.34005644  0.62349347],[-0.83586107 -0.37810103 -0.39796469],[ 1.75416872e-10 -7.67483954e-70 -1.00000000e+00],[ 2.12741606e-68  4.52798533e-09 -2.98987558e-79],[ 1.15011104e-070 -2.00946223e-032 -6.64516332e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
44,[-0.70331201  0.34005121  0.62427524],[-0.83705515 -0.3763846  -0.39708098],[ 1.79496467e-10 -3.30144972e-17 -1.00000000e+00],[ 2.45935357e-68  4.73858930e-09 -3.59531871e-79],[ 1.29026368e-070 -2.10292557e-032 -8.14897485e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
45,[-0.70263495  0.3400576   0.6250444 ],[-0.83822811 -0.37501467 -0.39590104],[ 1.83575865e-10 -1.65072493e-17 -1.00000000e+00],[ 2.83398181e-68  4.95397972e-09 -4.30542013e-79],[ 1.44375698e-070 -2.19851308e-032 -9.94795583e-100],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
46,[-0.70193039  0.34005277  0.62582595],[-0.83958012 -0.37327616 -0.39467726],[ 1.87655395e-10 -1.15589712e-69 -1.00000000e+00],[ 3.25568431e-68  5.17415660e-09 -5.13531737e-79],[ 1.61152134e-70 -2.29622476e-32 -1.20916001e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
47,[-0.70123097  0.34005135  0.62659182],[-0.84084919 -0.37159806 -0.39355753],[ 1.91734792e-10 -1.31704926e-69 -1.00000000e+00],[ 3.72918752e-68  5.39911993e-09 -6.10193001e-79],[ 1.79452947e-70 -2.39606061e-32 -1.46363507e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
48,[-0.70055242  0.340054    0.62735862],[-0.84204364 -0.36994674 -0.39255817],[ 1.95814322e-10 -1.65072516e-17 -1.00000000e+00],[ 4.25957977e-68  5.62886972e-09 -7.22412374e-79],[ 1.99379731e-70 -2.49802062e-32 -1.76463938e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
49,[-0.69986455  0.34004797  0.62814469],[-0.84322275 -0.36832634 -0.39154962],[ 1.99893720e-10 -1.69588194e-69 -1.00000000e+00],[ 4.85233085e-68  5.86340595e-09 -8.52288543e-79],[ 2.21038493e-70 -2.60210479e-32 -2.11945253e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
50,[-0.6991735   0.34005408  0.62890936],[-0.84434335 -0.36695305 -0.39042254],[ 2.03973183e-10  3.30145063e-17 -1.00000000e+00],[ 5.51331234e-68  6.10272865e-09 -1.00215098e-78],[ 2.44539754e-70 -2.70831313e-32 -2.53630917e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
51,[-0.69847335  0.34006078  0.62968145],[-0.84554569 -0.36516606 -0.38949484],[ 2.08052779e-10 -2.16146018e-69 -1.00000000e+00],[ 6.24881848e-68  6.34683779e-09 -1.17457980e-78],[ 2.69998637e-70 -2.81664563e-32 -3.02450125e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
52,[-0.69777479  0.34005309  0.63044117],[-0.84686283 -0.36342819 -0.38825674],[ 2.12132045e-10 -1.65072547e-17 -1.00000000e+00],[ 7.06558785e-68  6.59573339e-09 -1.37242691e-78],[ 2.97534965e-70 -2.92710230e-32 -3.59448877e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
53,[-0.69708628  0.34005317  0.63121521],[-0.84797809 -0.36195417 -0.38719805],[ 2.16211574e-10 -3.30145110e-17 -1.00000000e+00],[ 7.97082559e-68  6.84941545e-09 -1.59883843e-78],[ 3.27273352e-70 -3.03968313e-32 -4.25801969e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
54,[-0.69638232  0.34005021  0.63199402],[-0.84923127 -0.36026751 -0.38602276],[ 2.20291038e-10  1.65072563e-17 -1.00000000e+00],[ 8.97222645e-68  7.10788395e-09 -1.85727847e-78],[ 3.59343297e-70 -3.15438813e-32 -5.02825941e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
55,[-0.69568295  0.34005404  0.63276941],[-0.85036228 -0.35864645 -0.3850412 ],[ 2.24370502e-10 -1.65072571e-17 -1.00000000e+00],[ 1.00779985e-67  7.37113891e-09 -2.15155438e-78],[ 3.93879283e-70 -3.27121729e-32 -5.91993057e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
56,[-0.69498028  0.34005858  0.63353156],[-0.85156057 -0.35685471 -0.38405638],[ 2.28449965e-10 -3.80948972e-69 -1.00000000e+00],[ 1.12968874e-67  7.63918033e-09 -2.48584340e-78],[ 4.31020864e-70 -3.39017061e-32 -6.94946353e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
57,[-0.69428858  0.34005565  0.63429237],[-0.85279872 -0.35516289 -0.38287553],[ 2.32529495e-10 -4.24051058e-69 -1.00000000e+00],[ 1.26382018e-67  7.91200820e-09 -2.86472089e-78],[ 4.70912763e-70 -3.51124810e-32 -8.13515838e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
58,[-0.69358277  0.34005608  0.63505242],[-0.85410664 -0.35338052 -0.38160721],[ 2.36608893e-10 -1.65072596e-17 -1.00000000e+00],[ 1.41118390e-67  8.18962252e-09 -3.29319009e-78],[ 5.13704965e-70 -3.63444975e-32 -9.49735896e-99],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
59,[-0.69288302  0.34005589  0.63581927],[-0.85515959 -0.3518802  -0.3806342 ],[ 2.40688422e-10  1.65072604e-17 -1.00000000e+00],[ 1.57283115e-67  8.47202330e-09 -3.77671357e-78],[ 5.59552812e-70 -3.75977556e-32 -1.10586396e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
60,[-0.69218035  0.3400571   0.63659257],[-0.85636454 -0.35027573 -0.37940308],[ 2.44767820e-10 -1.65072613e-17 -1.00000000e+00],[ 1.74987748e-67  8.75921053e-09 -4.32124638e-78],[ 6.08617093e-70 -3.88722554e-32 -1.28440055e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
61,[-0.69148594  0.34005954  0.63734772],[-0.85748144 -0.34849171 -0.37852228],[ 2.48847218e-10 -6.39329822e-69 -1.00000000e+00],[ 1.94350551e-67  9.05118421e-09 -4.93327092e-78],[ 6.61064145e-70 -4.01679968e-32 -1.48811065e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
62,[-0.69077957  0.34005895  0.63809364],[-0.85879349 -0.34678707 -0.37711069],[ 2.52926747e-10  3.30145260e-17 -1.00000000e+00],[ 2.15496781e-67  9.34794435e-09 -5.61983364e-78],[ 7.17065940e-70 -4.14849798e-32 -1.72004668e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
63,[-0.69006287  0.34006205  0.63886959],[-0.85984235 -0.34518974 -0.37618503],[ 2.57006145e-10  1.65072639e-17 -1.00000000e+00],[ 2.38558995e-67  9.64949094e-09 -6.38858369e-78],[ 7.76800183e-70 -4.28232045e-32 -1.98357294e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
64,[-0.68937755  0.34005836  0.63962828],[-0.86105745 -0.34343428 -0.37501062],[ 2.61085675e-10  1.65072648e-17 -1.00000000e+00],[ 2.63677343e-67  9.95582399e-09 -7.24781341e-78],[ 8.40450406e-70 -4.41826707e-32 -2.28239174e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
65,[-0.68865917  0.34005858  0.64039578],[-0.86224255 -0.34182794 -0.37375318],[ 2.65165072e-10  1.65072656e-17 -1.00000000e+00],[ 2.90999894e-67  1.02669435e-08 -8.20650094e-78],[ 9.08206058e-70 -4.55633786e-32 -2.62057123e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
66,[-0.68795452  0.34006029  0.6411479 ],[-0.86339459 -0.34013996 -0.37263197],[ 2.69244668e-10  1.65072665e-17 -1.00000000e+00],[ 3.20682944e-67  1.05828494e-08 -9.27435484e-78],[ 9.80262604e-70 -4.69653281e-32 -3.00257502e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
67,[-0.68725687  0.34006172  0.64190604],[-0.86456705 -0.33839771 -0.37149806],[ 2.73324066e-10  1.65072674e-17 -1.00000000e+00],[ 3.52891357e-67  1.09035418e-08 -1.04618609e-77],[ 1.05682162e-69 -4.83885192e-32 -3.43329374e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
68,[-0.68653982  0.3400664   0.64267002],[-0.86568393 -0.33664452 -0.37048859],[ 2.77403595e-10  1.65072684e-17 -1.00000000e+00],[ 3.87798894e-67  1.12290207e-08 -1.17803309e-77],[ 1.13809087e-69 -4.98329520e-32 -3.91807856e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
69,[-0.68582866  0.34006217  0.64343692],[-0.86694373 -0.33481283 -0.36920041],[ 2.81482993e-10 -3.30145385e-17 -1.00000000e+00],[ 4.25588563e-67  1.15592860e-08 -1.32419545e-77],[ 1.22428443e-69 -5.12986263e-32 -4.46277673e-98],True,None,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0
